Date,Product,Region,Salesperson,Units_Sold,Unit_Price,Total_Sales,Cost,Profit,Month,Quarter,Year
2025-02-27 00:02:46.093452,Mosue,North,Sales_Person_2,17,,,,,2025-02,2025Q1,2025
2025-02-27 00:02:46.093452,Keyboard,Central,Sales_Person_2,7,2000.0,14000.0,8400.0,5600.0,2025-02,2025Q1,2025
2025-02-27 00:02:46.093452,Laptop,South,Sales_Person_3,11,50000.0,550000.0,330000.0,220000.0,2025-02,2025Q1,2025
2025-02-27 00:02:46.093452,Keyboard,East,Sales_Person_8,13,2000.0,26000.0,15600.0,10400.0,2025-02,2025Q1,2025
2025-02-27 00:02:46.093452,Mosue,Central,Sales_Person_2,14,,,,,2025-02,2025Q1,2025
2025-02-28 00:02:46.093452,Mosue,Central,Sales_Person_10,9,,,,,2025-02,2025Q1,2025
2025-02-28 00:02:46.093452,Laptop,West,Sales_Person_10,16,50000.0,800000.0,480000.0,320000.0,2025-02,2025Q1,2025
2025-02-28 00:02:46.093452,Monitor,Central,Sales_Person_5,9,15000.0,135000.0,81000.0,54000.0,2025-02,2025Q1,2025
2025-02-28 00:02:46.093452,Headphone,Central,Sales_Person_5,14,,,,,2025-02,2025Q1,2025
2025-02-28 00:02:46.093452,Keyboard,South,Sales_Person_3,19,2000.0,38000.0,22800.0,15200.0,2025-02,2025Q1,2025
2025-02-28 00:02:46.093452,Headphone,South,Sales_Person_7,15,,,,,2025-02,2025Q1,2025
2025-03-01 00:02:46.093452,Laptop,Central,Sales_Person_8,3,50000.0,150000.0,90000.0,60000.0,2025-03,2025Q1,2025
2025-03-01 00:02:46.093452,Laptop,East,Sales_Person_6,2,50000.0,100000.0,60000.0,40000.0,2025-03,2025Q1,2025
2025-03-01 00:02:46.093452,Headphone,North,Sales_Person_10,4,,,,,2025-03,2025Q1,2025
2025-03-01 00:02:46.093452,Laptop,Central,Sales_Person_3,3,50000.0,150000.0,90000.0,60000.0,2025-03,2025Q1,2025
2025-03-01 00:02:46.093452,Laptop,East,Sales_Person_2,18,50000.0,900000.0,540000.0,360000.0,2025-03,2025Q1,2025
2025-03-01 00:02:46.093452,Monitor,North,Sales_Person_4,19,15000.0,285000.0,171000.0,114000.0,2025-03,2025Q1,2025
2025-03-01 00:02:46.093452,Desktop,East,Sales_Person_5,11,40000.0,440000.0,264000.0,176000.0,2025-03,2025Q1,2025
2025-03-01 00:02:46.093452,Laptop,South,Sales_Person_8,11,50000.0,550000.0,330000.0,220000.0,2025-03,2025Q1,2025
2025-03-02 00:02:46.093452,Monitor,South,Sales_Person_1,4,15000.0,60000.0,36000.0,24000.0,2025-03,2025Q1,2025
2025-03-02 00:02:46.093452,Monitor,West,Sales_Person_5,13,15000.0,195000.0,117000.0,78000.0,2025-03,2025Q1,2025
2025-03-02 00:02:46.093452,Monitor,West,Sales_Person_7,8,15000.0,120000.0,72000.0,48000.0,2025-03,2025Q1,2025
2025-03-02 00:02:46.093452,Headphone,Central,Sales_Person_5,9,,,,,2025-03,2025Q1,2025
2025-03-02 00:02:46.093452,Keyboard,South,Sales_Person_5,16,2000.0,32000.0,19200.0,12800.0,2025-03,2025Q1,2025
2025-03-03 00:02:46.093452,Keyboard,West,Sales_Person_3,13,2000.0,26000.0,15600.0,10400.0,2025-03,2025Q1,2025
2025-03-03 00:02:46.093452,Monitor,West,Sales_Person_2,3,15000.0,45000.0,27000.0,18000.0,2025-03,2025Q1,2025
2025-03-03 00:02:46.093452,Mosue,Central,Sales_Person_1,15,,,,,2025-03,2025Q1,2025
2025-03-03 00:02:46.093452,Laptop,South,Sales_Person_5,14,50000.0,700000.0,420000.0,280000.0,2025-03,2025Q1,2025
2025-03-03 00:02:46.093452,Monitor,West,Sales_Person_7,17,15000.0,255000.0,153000.0,102000.0,2025-03,2025Q1,2025
2025-03-04 00:02:46.093452,Laptop,West,Sales_Person_8,15,50000.0,750000.0,450000.0,300000.0,2025-03,2025Q1,2025
2025-03-04 00:02:46.093452,Desktop,Central,Sales_Person_3,15,40000.0,600000.0,360000.0,240000.0,2025-03,2025Q1,2025
2025-03-04 00:02:46.093452,Mosue,Central,Sales_Person_1,8,,,,,2025-03,2025Q1,2025
2025-03-04 00:02:46.093452,Monitor,North,Sales_Person_10,3,15000.0,45000.0,27000.0,18000.0,2025-03,2025Q1,2025
2025-03-04 00:02:46.093452,Keyboard,East,Sales_Person_1,17,2000.0,34000.0,20400.0,13600.0,2025-03,2025Q1,2025
2025-03-04 00:02:46.093452,Keyboard,North,Sales_Person_8,8,2000.0,16000.0,9600.0,6400.0,2025-03,2025Q1,2025
2025-03-04 00:02:46.093452,Headphone,North,Sales_Person_7,11,,,,,2025-03,2025Q1,2025
2025-03-04 00:02:46.093452,Keyboard,North,Sales_Person_9,1,2000.0,2000.0,1200.0,800.0,2025-03,2025Q1,2025
2025-03-04 00:02:46.093452,Monitor,East,Sales_Person_10,5,15000.0,75000.0,45000.0,30000.0,2025-03,2025Q1,2025
2025-03-04 00:02:46.093452,Desktop,South,Sales_Person_5,1,40000.0,40000.0,24000.0,16000.0,2025-03,2025Q1,2025
2025-03-05 00:02:46.093452,Mosue,East,Sales_Person_9,3,,,,,2025-03,2025Q1,2025
2025-03-05 00:02:46.093452,Keyboard,South,Sales_Person_1,15,2000.0,30000.0,18000.0,12000.0,2025-03,2025Q1,2025
2025-03-05 00:02:46.093452,Monitor,West,Sales_Person_10,11,15000.0,165000.0,99000.0,66000.0,2025-03,2025Q1,2025
2025-03-05 00:02:46.093452,Desktop,North,Sales_Person_9,6,40000.0,240000.0,144000.0,96000.0,2025-03,2025Q1,2025
2025-03-05 00:02:46.093452,Desktop,North,Sales_Person_5,18,40000.0,720000.0,432000.0,288000.0,2025-03,2025Q1,2025
2025-03-05 00:02:46.093452,Keyboard,East,Sales_Person_9,1,2000.0,2000.0,1200.0,800.0,2025-03,2025Q1,2025
2025-03-06 00:02:46.093452,Laptop,West,Sales_Person_5,10,50000.0,500000.0,300000.0,200000.0,2025-03,2025Q1,2025
2025-03-06 00:02:46.093452,Desktop,South,Sales_Person_10,4,40000.0,160000.0,96000.0,64000.0,2025-03,2025Q1,2025
2025-03-06 00:02:46.093452,Desktop,South,Sales_Person_3,15,40000.0,600000.0,360000.0,240000.0,2025-03,2025Q1,2025
2025-03-06 00:02:46.093452,Mosue,East,Sales_Person_10,7,,,,,2025-03,2025Q1,2025
2025-03-06 00:02:46.093452,Keyboard,Central,Sales_Person_2,3,2000.0,6000.0,3600.0,2400.0,2025-03,2025Q1,2025
2025-03-06 00:02:46.093452,Monitor,South,Sales_Person_8,1,15000.0,15000.0,9000.0,6000.0,2025-03,2025Q1,2025
2025-03-06 00:02:46.093452,Monitor,North,Sales_Person_5,4,15000.0,60000.0,36000.0,24000.0,2025-03,2025Q1,2025
2025-03-06 00:02:46.093452,Keyboard,South,Sales_Person_3,15,2000.0,30000.0,18000.0,12000.0,2025-03,2025Q1,2025
2025-03-06 00:02:46.093452,Laptop,Central,Sales_Person_1,18,50000.0,900000.0,540000.0,360000.0,2025-03,2025Q1,2025
2025-03-06 00:02:46.093452,Laptop,West,Sales_Person_5,7,50000.0,350000.0,210000.0,140000.0,2025-03,2025Q1,2025
2025-03-07 00:02:46.093452,Desktop,Central,Sales_Person_4,11,40000.0,440000.0,264000.0,176000.0,2025-03,2025Q1,2025
2025-03-07 00:02:46.093452,Laptop,Central,Sales_Person_4,1,50000.0,50000.0,30000.0,20000.0,2025-03,2025Q1,2025
2025-03-07 00:02:46.093452,Mosue,West,Sales_Person_4,3,,,,,2025-03,2025Q1,2025
2025-03-07 00:02:46.093452,Monitor,West,Sales_Person_4,16,15000.0,240000.0,144000.0,96000.0,2025-03,2025Q1,2025
2025-03-07 00:02:46.093452,Monitor,North,Sales_Person_6,17,15000.0,255000.0,153000.0,102000.0,2025-03,2025Q1,2025
2025-03-07 00:02:46.093452,Desktop,South,Sales_Person_4,18,40000.0,720000.0,432000.0,288000.0,2025-03,2025Q1,2025
2025-03-07 00:02:46.093452,Keyboard,East,Sales_Person_4,7,2000.0,14000.0,8400.0,5600.0,2025-03,2025Q1,2025
2025-03-07 00:02:46.093452,Keyboard,Central,Sales_Person_2,13,2000.0,26000.0,15600.0,10400.0,2025-03,2025Q1,2025
2025-03-08 00:02:46.093452,Keyboard,North,Sales_Person_10,17,2000.0,34000.0,20400.0,13600.0,2025-03,2025Q1,2025
2025-03-08 00:02:46.093452,Monitor,East,Sales_Person_10,16,15000.0,240000.0,144000.0,96000.0,2025-03,2025Q1,2025
2025-03-08 00:02:46.093452,Laptop,South,Sales_Person_6,3,50000.0,150000.0,90000.0,60000.0,2025-03,2025Q1,2025
2025-03-09 00:02:46.093452,Mosue,North,Sales_Person_1,12,,,,,2025-03,2025Q1,2025
2025-03-09 00:02:46.093452,Monitor,Central,Sales_Person_8,11,15000.0,165000.0,99000.0,66000.0,2025-03,2025Q1,2025
2025-03-09 00:02:46.093452,Keyboard,Central,Sales_Person_1,2,2000.0,4000.0,2400.0,1600.0,2025-03,2025Q1,2025
2025-03-09 00:02:46.093452,Keyboard,South,Sales_Person_1,14,2000.0,28000.0,16800.0,11200.0,2025-03,2025Q1,2025
2025-03-09 00:02:46.093452,Keyboard,East,Sales_Person_4,9,2000.0,18000.0,10800.0,7200.0,2025-03,2025Q1,2025
2025-03-09 00:02:46.093452,Laptop,North,Sales_Person_2,19,50000.0,950000.0,570000.0,380000.0,2025-03,2025Q1,2025
2025-03-09 00:02:46.093452,Keyboard,East,Sales_Person_3,17,2000.0,34000.0,20400.0,13600.0,2025-03,2025Q1,2025
2025-03-10 00:02:46.093452,Headphone,East,Sales_Person_3,1,,,,,2025-03,2025Q1,2025
2025-03-10 00:02:46.093452,Mosue,East,Sales_Person_9,3,,,,,2025-03,2025Q1,2025
2025-03-10 00:02:46.093452,Laptop,East,Sales_Person_1,11,50000.0,550000.0,330000.0,220000.0,2025-03,2025Q1,2025
2025-03-11 00:02:46.093452,Laptop,West,Sales_Person_9,13,50000.0,650000.0,390000.0,260000.0,2025-03,2025Q1,2025
2025-03-11 00:02:46.093452,Keyboard,West,Sales_Person_8,14,2000.0,28000.0,16800.0,11200.0,2025-03,2025Q1,2025
2025-03-11 00:02:46.093452,Laptop,Central,Sales_Person_1,14,50000.0,700000.0,420000.0,280000.0,2025-03,2025Q1,2025
2025-03-12 00:02:46.093452,Headphone,Central,Sales_Person_4,13,,,,,2025-03,2025Q1,2025
2025-03-12 00:02:46.093452,Headphone,South,Sales_Person_4,6,,,,,2025-03,2025Q1,2025
2025-03-12 00:02:46.093452,Desktop,Central,Sales_Person_4,5,40000.0,200000.0,120000.0,80000.0,2025-03,2025Q1,2025
2025-03-12 00:02:46.093452,Keyboard,North,Sales_Person_2,1,2000.0,2000.0,1200.0,800.0,2025-03,2025Q1,2025
2025-03-12 00:02:46.093452,Monitor,Central,Sales_Person_4,16,15000.0,240000.0,144000.0,96000.0,2025-03,2025Q1,2025
2025-03-12 00:02:46.093452,Mosue,West,Sales_Person_6,11,,,,,2025-03,2025Q1,2025
2025-03-13 00:02:46.093452,Mosue,North,Sales_Person_7,11,,,,,2025-03,2025Q1,2025
2025-03-13 00:02:46.093452,Keyboard,North,Sales_Person_1,13,2000.0,26000.0,15600.0,10400.0,2025-03,2025Q1,2025
2025-03-13 00:02:46.093452,Keyboard,North,Sales_Person_7,3,2000.0,6000.0,3600.0,2400.0,2025-03,2025Q1,2025
2025-03-13 00:02:46.093452,Mosue,East,Sales_Person_8,9,,,,,2025-03,2025Q1,2025
2025-03-14 00:02:46.093452,Laptop,West,Sales_Person_1,19,50000.0,950000.0,570000.0,380000.0,2025-03,2025Q1,2025
2025-03-14 00:02:46.093452,Laptop,East,Sales_Person_5,18,50000.0,900000.0,540000.0,360000.0,2025-03,2025Q1,2025
2025-03-14 00:02:46.093452,Monitor,Central,Sales_Person_9,13,15000.0,195000.0,117000.0,78000.0,2025-03,2025Q1,2025
2025-03-14 00:02:46.093452,Headphone,East,Sales_Person_10,19,,,,,2025-03,2025Q1,2025
2025-03-14 00:02:46.093452,Mosue,East,Sales_Person_2,18,,,,,2025-03,2025Q1,2025
2025-03-14 00:02:46.093452,Desktop,Central,Sales_Person_3,6,40000.0,240000.0,144000.0,96000.0,2025-03,2025Q1,2025
2025-03-15 00:02:46.093452,Laptop,South,Sales_Person_1,16,50000.0,800000.0,480000.0,320000.0,2025-03,2025Q1,2025
2025-03-15 00:02:46.093452,Headphone,East,Sales_Person_9,17,,,,,2025-03,2025Q1,2025
2025-03-15 00:02:46.093452,Monitor,North,Sales_Person_6,14,15000.0,210000.0,126000.0,84000.0,2025-03,2025Q1,2025
2025-03-15 00:02:46.093452,Desktop,South,Sales_Person_6,19,40000.0,760000.0,456000.0,304000.0,2025-03,2025Q1,2025
2025-03-15 00:02:46.093452,Desktop,Central,Sales_Person_10,7,40000.0,280000.0,168000.0,112000.0,2025-03,2025Q1,2025
2025-03-16 00:02:46.093452,Mosue,East,Sales_Person_4,11,,,,,2025-03,2025Q1,2025
2025-03-16 00:02:46.093452,Desktop,Central,Sales_Person_10,6,40000.0,240000.0,144000.0,96000.0,2025-03,2025Q1,2025
2025-03-17 00:02:46.093452,Laptop,West,Sales_Person_7,12,50000.0,600000.0,360000.0,240000.0,2025-03,2025Q1,2025
2025-03-17 00:02:46.093452,Monitor,West,Sales_Person_7,4,15000.0,60000.0,36000.0,24000.0,2025-03,2025Q1,2025
2025-03-17 00:02:46.093452,Desktop,West,Sales_Person_8,8,40000.0,320000.0,192000.0,128000.0,2025-03,2025Q1,2025
2025-03-17 00:02:46.093452,Mosue,East,Sales_Person_5,15,,,,,2025-03,2025Q1,2025
2025-03-17 00:02:46.093452,Keyboard,East,Sales_Person_10,14,2000.0,28000.0,16800.0,11200.0,2025-03,2025Q1,2025
2025-03-17 00:02:46.093452,Mosue,West,Sales_Person_8,13,,,,,2025-03,2025Q1,2025
2025-03-17 00:02:46.093452,Headphone,East,Sales_Person_5,2,,,,,2025-03,2025Q1,2025
2025-03-17 00:02:46.093452,Monitor,Central,Sales_Person_5,14,15000.0,210000.0,126000.0,84000.0,2025-03,2025Q1,2025
2025-03-17 00:02:46.093452,Keyboard,West,Sales_Person_2,6,2000.0,12000.0,7200.0,4800.0,2025-03,2025Q1,2025
2025-03-18 00:02:46.093452,Laptop,North,Sales_Person_9,7,50000.0,350000.0,210000.0,140000.0,2025-03,2025Q1,2025
2025-03-18 00:02:46.093452,Headphone,West,Sales_Person_8,15,,,,,2025-03,2025Q1,2025
2025-03-18 00:02:46.093452,Laptop,East,Sales_Person_1,1,50000.0,50000.0,30000.0,20000.0,2025-03,2025Q1,2025
2025-03-18 00:02:46.093452,Desktop,Central,Sales_Person_4,7,40000.0,280000.0,168000.0,112000.0,2025-03,2025Q1,2025
2025-03-18 00:02:46.093452,Mosue,West,Sales_Person_6,3,,,,,2025-03,2025Q1,2025
2025-03-19 00:02:46.093452,Monitor,North,Sales_Person_3,13,15000.0,195000.0,117000.0,78000.0,2025-03,2025Q1,2025
2025-03-19 00:02:46.093452,Mosue,West,Sales_Person_9,17,,,,,2025-03,2025Q1,2025
2025-03-19 00:02:46.093452,Mosue,Central,Sales_Person_6,13,,,,,2025-03,2025Q1,2025
2025-03-19 00:02:46.093452,Mosue,North,Sales_Person_3,14,,,,,2025-03,2025Q1,2025
2025-03-19 00:02:46.093452,Monitor,Central,Sales_Person_2,17,15000.0,255000.0,153000.0,102000.0,2025-03,2025Q1,2025
2025-03-20 00:02:46.093452,Keyboard,South,Sales_Person_1,19,2000.0,38000.0,22800.0,15200.0,2025-03,2025Q1,2025
2025-03-20 00:02:46.093452,Monitor,South,Sales_Person_7,5,15000.0,75000.0,45000.0,30000.0,2025-03,2025Q1,2025
2025-03-20 00:02:46.093452,Mosue,Central,Sales_Person_5,17,,,,,2025-03,2025Q1,2025
2025-03-20 00:02:46.093452,Headphone,South,Sales_Person_2,5,,,,,2025-03,2025Q1,2025
2025-03-20 00:02:46.093452,Desktop,South,Sales_Person_7,2,40000.0,80000.0,48000.0,32000.0,2025-03,2025Q1,2025
2025-03-20 00:02:46.093452,Headphone,East,Sales_Person_1,11,,,,,2025-03,2025Q1,2025
2025-03-21 00:02:46.093452,Monitor,Central,Sales_Person_1,17,15000.0,255000.0,153000.0,102000.0,2025-03,2025Q1,2025
2025-03-21 00:02:46.093452,Monitor,Central,Sales_Person_10,16,15000.0,240000.0,144000.0,96000.0,2025-03,2025Q1,2025
2025-03-21 00:02:46.093452,Keyboard,North,Sales_Person_4,11,2000.0,22000.0,13200.0,8800.0,2025-03,2025Q1,2025
2025-03-21 00:02:46.093452,Mosue,South,Sales_Person_10,12,,,,,2025-03,2025Q1,2025
2025-03-21 00:02:46.093452,Keyboard,Central,Sales_Person_8,16,2000.0,32000.0,19200.0,12800.0,2025-03,2025Q1,2025
2025-03-21 00:02:46.093452,Monitor,South,Sales_Person_1,15,15000.0,225000.0,135000.0,90000.0,2025-03,2025Q1,2025
2025-03-21 00:02:46.093452,Mosue,East,Sales_Person_7,18,,,,,2025-03,2025Q1,2025
2025-03-21 00:02:46.093452,Desktop,East,Sales_Person_6,11,40000.0,440000.0,264000.0,176000.0,2025-03,2025Q1,2025
2025-03-22 00:02:46.093452,Monitor,South,Sales_Person_2,4,15000.0,60000.0,36000.0,24000.0,2025-03,2025Q1,2025
2025-03-23 00:02:46.093452,Laptop,West,Sales_Person_9,8,50000.0,400000.0,240000.0,160000.0,2025-03,2025Q1,2025
2025-03-23 00:02:46.093452,Desktop,West,Sales_Person_4,1,40000.0,40000.0,24000.0,16000.0,2025-03,2025Q1,2025
2025-03-24 00:02:46.093452,Keyboard,Central,Sales_Person_8,9,2000.0,18000.0,10800.0,7200.0,2025-03,2025Q1,2025
2025-03-24 00:02:46.093452,Desktop,West,Sales_Person_10,4,40000.0,160000.0,96000.0,64000.0,2025-03,2025Q1,2025
2025-03-25 00:02:46.093452,Monitor,North,Sales_Person_3,1,15000.0,15000.0,9000.0,6000.0,2025-03,2025Q1,2025
2025-03-25 00:02:46.093452,Laptop,South,Sales_Person_4,4,50000.0,200000.0,120000.0,80000.0,2025-03,2025Q1,2025
2025-03-25 00:02:46.093452,Desktop,North,Sales_Person_7,3,40000.0,120000.0,72000.0,48000.0,2025-03,2025Q1,2025
2025-03-25 00:02:46.093452,Headphone,North,Sales_Person_8,8,,,,,2025-03,2025Q1,2025
2025-03-26 00:02:46.093452,Monitor,East,Sales_Person_7,7,15000.0,105000.0,63000.0,42000.0,2025-03,2025Q1,2025
2025-03-26 00:02:46.093452,Headphone,East,Sales_Person_6,16,,,,,2025-03,2025Q1,2025
2025-03-26 00:02:46.093452,Keyboard,West,Sales_Person_6,13,2000.0,26000.0,15600.0,10400.0,2025-03,2025Q1,2025
2025-03-26 00:02:46.093452,Monitor,East,Sales_Person_1,6,15000.0,90000.0,54000.0,36000.0,2025-03,2025Q1,2025
2025-03-26 00:02:46.093452,Desktop,North,Sales_Person_2,15,40000.0,600000.0,360000.0,240000.0,2025-03,2025Q1,2025
2025-03-26 00:02:46.093452,Mosue,North,Sales_Person_4,18,,,,,2025-03,2025Q1,2025
2025-03-27 00:02:46.093452,Monitor,South,Sales_Person_4,7,15000.0,105000.0,63000.0,42000.0,2025-03,2025Q1,2025
2025-03-27 00:02:46.093452,Headphone,South,Sales_Person_9,10,,,,,2025-03,2025Q1,2025
2025-03-27 00:02:46.093452,Headphone,East,Sales_Person_10,8,,,,,2025-03,2025Q1,2025
2025-03-27 00:02:46.093452,Mosue,Central,Sales_Person_3,12,,,,,2025-03,2025Q1,2025
2025-03-27 00:02:46.093452,Monitor,West,Sales_Person_7,19,15000.0,285000.0,171000.0,114000.0,2025-03,2025Q1,2025
2025-03-27 00:02:46.093452,Headphone,North,Sales_Person_3,5,,,,,2025-03,2025Q1,2025
2025-03-27 00:02:46.093452,Mosue,North,Sales_Person_7,2,,,,,2025-03,2025Q1,2025
2025-03-28 00:02:46.093452,Laptop,Central,Sales_Person_7,4,50000.0,200000.0,120000.0,80000.0,2025-03,2025Q1,2025
2025-03-28 00:02:46.093452,Desktop,Central,Sales_Person_4,14,40000.0,560000.0,336000.0,224000.0,2025-03,2025Q1,2025
2025-03-28 00:02:46.093452,Monitor,Central,Sales_Person_8,2,15000.0,30000.0,18000.0,12000.0,2025-03,2025Q1,2025
2025-03-28 00:02:46.093452,Mosue,North,Sales_Person_6,13,,,,,2025-03,2025Q1,2025
2025-03-28 00:02:46.093452,Desktop,West,Sales_Person_2,14,40000.0,560000.0,336000.0,224000.0,2025-03,2025Q1,2025
2025-03-28 00:02:46.093452,Laptop,North,Sales_Person_8,18,50000.0,900000.0,540000.0,360000.0,2025-03,2025Q1,2025
2025-03-29 00:02:46.093452,Keyboard,North,Sales_Person_8,2,2000.0,4000.0,2400.0,1600.0,2025-03,2025Q1,2025
2025-03-29 00:02:46.093452,Monitor,North,Sales_Person_5,7,15000.0,105000.0,63000.0,42000.0,2025-03,2025Q1,2025
2025-03-29 00:02:46.093452,Mosue,Central,Sales_Person_8,1,,,,,2025-03,2025Q1,2025
2025-03-29 00:02:46.093452,Laptop,East,Sales_Person_1,2,50000.0,100000.0,60000.0,40000.0,2025-03,2025Q1,2025
2025-03-29 00:02:46.093452,Mosue,North,Sales_Person_5,15,,,,,2025-03,2025Q1,2025
2025-03-29 00:02:46.093452,Mosue,South,Sales_Person_7,1,,,,,2025-03,2025Q1,2025
2025-03-30 00:02:46.093452,Mosue,North,Sales_Person_7,19,,,,,2025-03,2025Q1,2025
2025-03-30 00:02:46.093452,Monitor,Central,Sales_Person_6,7,15000.0,105000.0,63000.0,42000.0,2025-03,2025Q1,2025
2025-03-30 00:02:46.093452,Desktop,West,Sales_Person_2,9,40000.0,360000.0,216000.0,144000.0,2025-03,2025Q1,2025
2025-03-30 00:02:46.093452,Monitor,West,Sales_Person_5,10,15000.0,150000.0,90000.0,60000.0,2025-03,2025Q1,2025
2025-03-30 00:02:46.093452,Headphone,West,Sales_Person_9,10,,,,,2025-03,2025Q1,2025
2025-03-30 00:02:46.093452,Keyboard,North,Sales_Person_8,14,2000.0,28000.0,16800.0,11200.0,2025-03,2025Q1,2025
2025-03-31 00:02:46.093452,Keyboard,East,Sales_Person_4,11,2000.0,22000.0,13200.0,8800.0,2025-03,2025Q1,2025
2025-03-31 00:02:46.093452,Laptop,West,Sales_Person_7,7,50000.0,350000.0,210000.0,140000.0,2025-03,2025Q1,2025
2025-03-31 00:02:46.093452,Mosue,North,Sales_Person_4,6,,,,,2025-03,2025Q1,2025
